30217	680	22	NULL	Style #	2	NULL	7	1	1	NULL	1	0	
30217	682	186	NULL	Division	1	5	0	1	2	NULL	1	0	
30217	684	3	NULL	Season	1	8	0	1	3	NULL	1	0	
30217	686	146	NULL	Date Shipping 1	7	NULL	0	1	4	NULL	1	0	NULL
30217	691	3707	NULL	Item Type	1	123	0	1	5	NULL	1	1	2
30217	681	23	NULL	Description	4	NULL	7	2	1	NULL	1	0	
30217	683	1	NULL	Product Class	1	1	0	2	2	NULL	1	0	
30217	685	4	NULL	Collection	1	6	0	2	3	NULL	1	0	
30217	687	147	NULL	Date Shipping 2	7	NULL	0	2	4	NULL	1	0	NULL
30217	689	10	NULL	Size Range	1	10	0	3	1	NULL	1	0	
30217	693	2	NULL	Type	1	4	0	3	2	NULL	1	0	
30217	690	56	NULL	Vendor	1	42	0	3	3	NULL	1	0	
30217	688	148	NULL	CancelByDate	7	NULL	0	3	4	NULL	1	0	NULL
30217	692	149	NULL	Type Group	1	95	0	4	2	NULL	1	0	14
30218	694	22	NULL	Style #	2	NULL	7	1	1	NULL	1	0	
30218	698	3	NULL	Season	1	8	0	1	3	NULL	1	0	
30218	700	146	NULL	Date Shipping 1	7	NULL	0	1	4	NULL	1	0	NULL
30218	705	3707	NULL	Item Type	1	123	0	1	5	NULL	1	1	2
30218	695	23	NULL	Description	4	NULL	7	2	1	NULL	1	0	
30218	697	1	NULL	Product Class	1	1	0	2	2	NULL	1	0	
30218	699	4	NULL	Collection	1	6	0	2	3	NULL	1	0	
30218	701	147	NULL	Date Shipping 2	7	NULL	0	2	4	NULL	1	0	NULL
30218	703	10	NULL	Size Range	1	10	0	3	1	NULL	1	0	
30218	707	2	NULL	Type	1	4	0	3	2	NULL	1	0	
30218	702	148	NULL	CancelByDate	7	NULL	0	3	4	NULL	1	0	NULL
30218	706	149	NULL	Type Group	1	95	0	4	2	NULL	1	0	10
30219	708	22	NULL	Style #	2	NULL	7	1	1	NULL	1	0	
30219	712	3	NULL	Season	1	8	0	1	3	NULL	1	0	
30219	714	146	NULL	Date Shipping 1	7	NULL	0	1	4	NULL	1	0	NULL
30219	719	3707	NULL	Item Type	1	123	0	1	5	NULL	1	1	2
30219	709	23	NULL	Description	4	NULL	7	2	1	NULL	1	0	
30219	711	1	NULL	Product Class	1	1	0	2	2	NULL	1	0	
30219	713	4	NULL	Collection	1	6	0	2	3	NULL	1	0	
30219	715	147	NULL	Date Shipping 2	7	NULL	0	2	4	NULL	1	0	NULL
30219	717	10	NULL	Size Range	1	10	0	3	1	NULL	1	0	
30219	721	2	NULL	Type	1	4	0	3	2	NULL	1	0	
30219	716	148	NULL	CancelByDate	7	NULL	0	3	4	NULL	1	0	NULL
30219	720	149	NULL	Type Group	1	95	0	4	2	NULL	1	0	9
